,hosQuad,Class
34175,i was told to,0
34176,departure was  the ba,0
34177,location  the restaurants ar,0
34178,excellent rooms great service,0
34179,business trip every day,0
34180,for service and the,0
34181,and the staff were,0
34182,the chef provide us,0
34183,th of may i,0
34184,matter and am aware,0
34185,hotel if you are,0
34186,cool and professional with,0
34187,my expectations and maintained,0
34188,the rooms well equipped,0
34189,to city centre nice,0
34190,sure your stay is,0
34191,for a good price,0
34192,arrived for a  nigh,0
34193,gym and pool in,0
34194,fitness center was very,0
34195,requirements and i guarantee,0
34196,and identified communication gaps,0
34197,a lot of positives,0
34198,with the final stop,0
34199,beyond my expectations to,0
34200,the best room available,0
34201,tired after the wedding,0
34202,done hotel with spacious,0
34203,did not forget that,0
34204,room was great for,0
34205,was happy to see,0
34206,day this hotel is,0
34207,airport railway line in,0
34208,few weeks for sure,0
34209,atmosphere with latest tech,0
34210,number of guests staying,0
34211,expectations actually and the,0
34212,expensive but needed some,0
34213,people like me who,0
34214,give some comment about,0
34215,hotels around hilton chennai,0
34216,from bell boy i,0
34217,defines hilton chennai for,0
34218,the intercontinental hotels group,0
34219,very decent rooms are,0
34220,guests the room was,0
34221,from small dingy hotels,0
34222,staff were attentive at,0
34223,and reasonably priced id,0
34224,floor the pool side,0
34225,not that kind of,0
34226,yours sincerely roger brantsma,0
34227,friendly cheerful  really w,0
34228,afford to miss out,0
34229,staff snigda from the,0
34230,spatula on veg omelette,0
34231,staff for the wedding,0
34232,mauish mayauk sabeena and,0
34233,the fullestspecial thanks to,0
34234,with a view over,0
34235,and i enjoyed the,0
34236,aspects of the stay,0
34237,card stopped working for,0
34238,was good they helped,0
34239,peace very nice to,0
34240,closest hotel for those,0
34241,service sneha reception and,0
34242,there is so much,0
34243,they have fewer number,0
34244,at ayna very good,0
34245,airport  nice and clea,0
34246,via dubai i had,0
34247,so in the middle,0
34248,i was expecting was,0
34249,excellent and staff is,0
34250,and once in the,0
34251,a very good thing,0
34252,top of the roof,0
34253,the airport clam environment,0
34254,my stay thoroughly the,0
34255,and right outside the,0
34256,to take out from,0
34257,bar q bar is,0
34258,where you can catch,0
34259,my stay hilton chennai,0
34260,is peaceful when you,0
34261,there was a food,0
34262,the concern attention to,0
34263,a large christmas tree,0
34264,breads while the overall,0
34265,was pretty although i,0
34266,with the front desk,0
34267,though the indian cousins,0
34268,the fruits safe to,0
34269,had good variety and,0
34270,executive lounge and well,0
34271,food and choice of,0
34272,by far the best,0
34273,our day was perfect,0
34274,like to stand and,0
34275,nice hotel with all,0
34276,over the weekend the,0
34277,hilton portfolio but very,0
34278,to be desired gym,0
34279,pool and stayed at,0
34280,well equipped with food,0
34281,checkin and my luggage,0
34282,very clean during the,0
34283,mind blowing for the,0
34284,i needed for a,0
34285,chennai for a day,0
34286,this place and people,0
34287,bar and dining staff,0
34288,one night was unexpected,0
34289,was greatreally good stay,0
34290,hilton extremely satisfied with,0
34291,you stayed with us,0
34292,date on arrival at,0
34293,check it out i,0
34294,in hilton chennai i,0
34295,facilities and services at,0
34296,hilton with my project,0
34297,would have love to,0
34298,from others is the,0
34299,hotel is in the,0
34300,ordered fried fish during,0
34301,chennai for business  day,0
34302,and especially in the,0
34303,the class of hotel,0
34304,that great some of,0
34305,and would rate this,0
34306,a cake walk from,0
34307,same coupon has different,0
34308,recently  i would sa,0
34309,event was  approx w,0
34310,comfrtable rooms the only,0
34311,hilton chennai made my,0
34312,even one good positive,0
34313,gym all the regular,0
34314,traveling on your own,0
34315,dining at ayna wow,0
34316,very pleasing and friendly,0
34317,it  as though the,0
34318,you feel at home,0
34319,and hygienic  worth th,0
34320,very much the television,0
34321,the hotel has a,0
34322,at the higher end,0
34323,we were concerned is,0
34324,service for all our,0
34325,wants european standards in,0
34326,waffles taste order was,0
34327,back there amazing hotel,0
34328,concierge pradeep who helped,0
34329,comfortable stay for  night,0
34330,team continues to work,0
34331,check out hilton since,0
34332,almost each morning gluten,0
34333,were in chennai for,0
34334,long hard day dj,0
34335,like wifi internet good,0
34336,vasco from manager to,0
34337,rooms are modern and,0
34338,was also suit me,0
34339,stayed at hotel chennai,0
34340,a property and my,0
34341,business travel it is,0
34342,place this is my,0
34343,welcoming the check in,0
34344,stayed in the chennai,0
34345,area outside the hotel,0
34346,one in the city,0
34347,escorted as to our,0
34348,people in a  minute,0
34349,the food selection is,0
34350,seating area with this,0
34351,clear foods is varius,0
34352,in planning every minute,0
34353,one of the a,0
34354,stay at hilton after,0
34355,try to give atleast,0
34356,vasco restaurant when you,0
34357,stay at hilton traveling,0
34358,pay for it good,0
34359,are new and built,0
34360,immensely rooms are good,0
34361,the reception amenda is,0
34362,process was fast my,0
34363,few nv items like,0
34364,business hotels in chennai,0
34365,this chain staff are,0
34366,been truly excellent special,0
34367,holding conferences the meeting,0
34368,and was really impressed,0
34369,chennai on various business,0
34370,hotel is stunning and,0
34371,one night only was,0
34372,i had a noisy,0
34373,to stay love witta,0
34374,to housekeeping these folks,0
34375,was very helpful at,0
34376,faced very bad experience,0
34377,stay as part of,0
34378,all the team wide,0
34379,going spend here will,0
34380,the attention of every,0
34381,my kind of food,0
34382,india and one that,0
34383,the final touch to,0
34384,friday and saturday night,0
34385,kids for stay or,0
34386,dinner many type of,0
34387,which can be improved,0
34388,chennai the hilton hotel,0
34389,sri lanka and back,0
34390,and environs of chennai,0
34391,my bottom of my,0
34392,walking to workout great,0
34393,lovely hotel the rooms,0
34394,was very welcoming and,0
34395,hotel i have stayed,0
34396,i have no regrets,0
34397,efficient and provide excellent,0
34398,pleasent was not a,0
34399,very helpful front office,0
34400,very courteous service attractive,0
34401,are nice but i,0
34402,disappointing not only disappointing,0
34403,and damp great staff,0
34404,this matter with my,0
34405,a good corporate rate,0
34406,club on the rooftop,0
34407,staff breakfast was nice,0
34408,without they charged me,0
34409,good and homely stay,0
34410,were extremely helpful and,0
34411,instructions book in the,0
34412,my wife and we,0
34413,during lunch and breakfast,0
34414,really appreciate the hospitality,0
34415,with the level of,0
34416,rooftop this is the,0
34417,take care of the,0
34418,dj is ok his,0
34419,trouble and everyone had,0
34420,is a beautiful property,0
34421,safety was addressed inside,0
34422,feature of allowing only,0
34423,all sevetal restaurants with,0
34424,comfortable executive lounge and,0
34425,bar and stayed for,0
34426,the city was struggling,0
34427,deal for this hotel,0
34428,the ambience is amazing,0
34429,stay a the hilton,0
34430,visit to chennai i,0
34431,rose outside the staff,0
34432,anything the restaurant staff,0
34433,gave a rated point,0
34434,stayed in there is,0
34435,are international with a,0
34436,the room directly on,0
34437,ironboard free newspaper wifi,0
34438,weeks and my experience,0
34439,into the hotel i,0
34440,again very helpful and,0
34441,time nov   my wi,0
34442,stay very relaxing excellent,0
34443,my room was not,0
34444,rail in chennai has,0
34445,notice the room layout,0
34446,and has good amenities,0
34447,and wellbeing of all,0
34448,vasco restaurant on the,0
34449,of the hilton the,0
34450,is done by them,0
34451,with the services provided,0
34452,every need cheerfully and,0
34453,almost every quarter to,0
34454,i say that hilton,0
34455,and asked about your,0
34456,restaurant vasco my team,0
34457,helpful and courteous as,0
34458,this trip glory and,0
34459,while booking and it,0
34460,drinks menu simply superb,0
34461,in march  as alway,0
34462,fun there the third,0
34463,you again soon yours,0
34464,staff was courteous helpful,0
34465,great standards of outside,0
34466,very friendly and extremely,0
34467,good  starting from nam,0
34468,good went there for,0
34469,helpful and attentive slight,0
34470,level of customer service,0
34471,time housekeeping took make,0
34472,midnight the check in,0
34473,elevated metro line under,0
34474,terrific top notch the,0
34475,to chennai and stayed,0
34476,are available and they,0
34477,so courteousover all  ,0
34478,best in years from,0
34479,all over the hotel,0
34480,next business trips cannot,0
34481,balance just right and,0
34482,food is it is,0
34483,helped me in me,0
34484,main road next to,0
34485,has the best personality,0
34486,sateshmohan g sumit nitish,0
34487,pool at level  wa,0
34488,projector helped a lot,0
34489,in the lobby salam,0
34490,really felt cozy the,0
34491,walk in the room,0
34492,of november you nitin,0
34493,four times now and,0
34494,for  nights the hote,0
34495,a try thanks at,0
34496,bar with a few,0
34497,of india really no,0
34498,are freshly made healthy,0
34499,updated on the hotels,0
34500,i needed i had,0
34501,karthik friends i strongly,0
34502,are very pleased to,0
34503,room and also one,0
34504,still struggle to look,0
34505,the restaurant thanks to,0
34506,good restaurants and bars,0
34507,services are great the,0
34508,of the chennai traffic,0
34509,hotel great location spotless,0
34510,experience will visit my,0
34511,for  weeks during m,0
34512,stunnin hospitality probably planin,0
34513,of the  or  hote,0
34514,and feed us like,0
34515,buffet restaurant the curries,0
34516,office  my second sta,0
34517,as the kind of,0
34518,rooftop turns into the,0
34519,small infant son who,0
34520,i didnt had an,0
34521,that there was one,0
34522,and pleasant staff everywhere,0
34523,hotel the biggest disappointment,0
34524,always asked how was,0
34525,made me become a,0
34526,plus taxes its too,0
34527,make sure my trip,0
34528,awesome my work place,0
34529,after breakfast the following,0
34530,would really help if,0
34531,had multiple mosquito bites,0
34532,be very proud of,0
34533,great business trip hilton,0
34534,relaxing the seoul festival,0
34535,from airport the atmosphere,0
34536,was really exceptional the,0
34537,friendly professional warm and,0
34538,and the executive bar,0
34539,into and action will,0
34540,anyway and they said,0
34541,room and the lights,0
34542,i was a cake,0
34543,overall spot on great,0
34544,service at front desk,0
34545,and excellent ambience roof,0
34546,rooms and bathrooms no,0
34547,the atmosphere  staffs hospitalit,0
34548,friendly room service operators,0
34549,just not able to,0
34550,and helpful evening veg,0
34551,good location  good restauran,0
34552,good thing but sometimes,0
34553,airport  just near exi,0
34554,feedback on this site,0
34555,receptionist was very friendly,0
34556,hilton for even a,0
34557,in the hotel to,0
34558,specially to indians i,0
34559,not the best executive,0
34560,the main course has,0
34561,very tasty and i,0
34562,team work hard to,0
34563,of hilton brand and,0
34564,excellent housekeeping clean the,0
34565,breakfast service  i com,0
34566,is another great advantage,0
34567,to suggest bout the,0
34568,rooms and friendly staff,0
34569,the indian restaurant once,0
34570,on reception and kitchen,0
34571,top the breakfast is,0
34572,to departureselection of food,0
34573,part of the deal,0
34574,choicestaste i stayed here,0
34575,my room was facing,0
34576,went that extra effort,0
34577,notch service with great,0
34578,help of vasco we,0
34579,small for the size,0
34580,use this hotel again,0
34581,an egg station great,0
34582,at hilton chennai we,0
34583,point one way  bu,0
34584,location was also suit,0
34585,party a  week busines,0
34586,chennai is excellent place,0
34587,had a good variety,0
34588,and have completed over,0
34589,food is wonderful the,0
34590,very courteous and extremely,0
34591,very tidy and well,0
34592,every way my room,0
34593,from the staff very,0
34594,information about the hotel,0
34595,does not have a,0
34596,hotel was excellent and,0
34597,after a long and,0
34598,access to the executive,0
34599,service and the inroom,0
34600,good experience thanks a,0
34601,from outside buzzing traffic,0
34602,facilities are excellent breakfast,0
34603,friendly smiles and great,0
34604,group ibis taj hotels,0
34605,year package and the,0
34606,very comfortable and large,0
34607,from the moment the,0
34608,to be new but,0
34609,time i was going,0
34610,could walk every day,0
34611,at a bunch of,0
34612,a midnight flight from,0
34613,we will be back,0
34614,were catered for would,0
34615,hilton chennai regularly for,0
34616,body wash was also,0
34617,i cannot say enough,0
34618,the rooftop bar q,0
34619,themetro work just outside,0
34620,the initial inconvenience you,0
34621,the best thing is,0
34622,was reasonable value hotel,0
34623,asked how was my,0
34624,about the location of,0
34625,mild always prepared to,0
34626,the bedding very soft,0
34627,recommend hilton to one,0
34628,there today with my,0
34629,manager dear drsuniljain it,0
34630,come back when you,0
34631,oblivious to my mistake,0
34632,and lovely toiletries breakfast,0
34633,design of the hotel,0
34634,an bar and restaurant,0
34635,the experience was great,0
34636,they let you relax,0
34637,forward to welcome you,0
34638,hotel feel about it,0
34639,has good connectivity  th,0
34640,best is the infinity,0
34641,staff particularly dining staff,0
34642,the one who made,0
34643,missing is the warmth,0
34644,banquet and the decoration,0
34645,wedding and this place,0
34646,your company great place,0
34647,well presented in the,0
34648,away from home and,0
34649,the tropics the hotel,0
34650,spread of various cuisines,0
34651,on a main road,0
34652,toast with french pressed,0
34653,mins drive from chennai,0
34654,this from a brand,0
34655,the rooms are super,0
34656,who stayed at the,0
34657,of one very grumpy,0
34658,requirements for room they,0
34659,a warm welcome n,0
34660,very relaxing the seoul,0
34661,back soon yours sincerely,0
34662,counter as well as,0
34663,traveler friendly staff is,0
34664,below expertation what suprised,0
34665,amnesties were on the,0
34666,and signaled to wait,0
34667,family we the hotel,0
34668,coffee while sorting things,0
34669,the best service in,0
34670,people at this hotel,0
34671,to having you with,0
34672,for it good and,0
34673,the hilton hotel in,0
34674,the metro station view,0
34675,one does get jaded,0
34676,expensive glasses behind in,0
34677,my language to the,0
34678,mosquitos in the lobbyreceptionthe,0
34679,very nice room great,0
34680,from the events team,0
34681,q bar wish cud,0
34682,students of loyola institute,0
34683,nice hilton the room,0
34684,the cyclone vardah in,0
34685,lot prawaan at concierge,0
34686,gave me an upgrade,0
34687,perfect their kind and,0
34688,to anyone wanting to,0
34689,addition we were able,0
34690,is modern and very,0
34691,like to give a,0
34692,the minimum time to,0
34693,facilities we certainly hope,0
34694,really make you feel,0
34695,my stay homely and,0
34696,three day the first,0
34697,comfortable while the waters,0
34698,our guests it is,0
34699,chennai is quiet a,0
34700,and general ambience of,0
34701,extremely friendly cheerful and,0
34702,with all necessary facilities,0
34703,delight great service very,0
34704,airport the building was,0
34705,to sleep well as,0
34706,customer service was exceptional,0
34707,international standard quality and,0
34708,everything turned out perfect,0
34709,experience located very closer,0
34710,cool breeze of this,0
34711,internet didnt work and,0
34712,sleep you can enjoy,0
34713,for internetbreakfast was greatreally,0
34714,great view of the,0
34715,they checked if i,0
34716,was near to airportthe,0
34717,at the hilton i,0
34718,vascos is unbeatable compared,0
34719,place is very close,0
34720,bedding is great fully,0
34721,previous reviewer this is,0
34722,metro jus beside the,0
34723,are nice new and,0
34724,having stayed in a,0
34725,comfortable and new bedding,0
34726,the bath has the,0
34727,good to see that,0
34728,just so attentive the,0
34729,bhibash and team did,0
34730,more the food is,0
34731,pool which was so,0
34732,the corporate booking process,0
34733,place for holding conferences,0
34734,bit of a grim,0
34735,am on a long,0
34736,entire staff is always,0
34737,inside your thoughts start,0
34738,are traveling for either,0
34739,i have taken your,0
34740,are typically very good,0
34741,made me dissatisfied  onc,0
34742,great excellent ambiance spacious,0
34743,food the rooftop pool,0
34744,also very quiet there,0
34745,in chennai i visit,0
34746,athul was especially helpful,0
34747,great and it instantly,0
34748,id be happy to,0
34749,a consistent basis the,0
34750,i went hilton with,0
34751,the staff so perfect,0
34752,out of chennai over,0
34753,a great banquet hall,0
34754,seriously nice hotel hard,0
34755,the way the front,0
34756,the world ever rooms,0
34757,breakfast buffet and they,0
34758,choice and goodrestaurants very,0
34759,unturned to make it,0
34760,also available but no,0
34761,for making my visit,0
34762,there againgreat value for,0
34763,tails  wow had grea,0
34764,rooms are all the,0
34765,with our service facilities,0
34766,and helpful staff  grea,0
34767,of recent renovation technically,0
34768,a star hotel strategically,0
34769,go for dinners and,0
34770,the very nice staff,0
34771,well outfitted they are,0
34772,pool area outside the,0
34773,the servicestaff were excellent,0
34774,outstanding the internet connection,0
34775,thanks to front office,0
34776,can get much better,0
34777,went one step ahead,0
34778,thank sanhita ghosal for,0
34779,restaurant is ok particularly,0
34780,lived in the opulent,0
34781,for me for my,0
34782,clean room internet speed,0
34783,located quite close to,0
34784,service and hospitality was,0
34785,daily breakfast and the,0
34786,stay here only and,0
34787,must try buffet at,0
34788,are excellent housekeeping clean,0
34789,continental dinner buffet and,0
34790,from my country and,0
34791,please feel dear guest,0
34792,most unforgettable experience for,0
34793,the airport  the ,0
34794,easily the nicest hotel,0
34795,due to the identikit,0
34796,being visited by me,0
34797,restaurantall the staff are,0
34798,people to talk too,0
34799,quality of food is,0
34800,when it was warranted,0
34801,stay again at this,0
34802,issues encountered in your,0
34803,their brandnew cclass mercedes,0
34804,staff is super supportive,0
34805,for a  week busines,0
34806,were better the decor,0
34807,for your comments on,0
34808,outlets yet to pick,0
34809,was taken care by,0
34810,indian cuisine had authentic,0
34811,a small price which,0
34812,staff remembers your name,0
34813,staff was most attentive,0
34814,visit to india so,0
34815,hotel for business purpose,0
34816,at pm security and,0
34817,is out of this,0
34818,are good  their equipmen,0
34819,you need totally excellent,0
34820,in food and drinks,0
34821,india into  different citie,0
34822,just right the bath,0
34823,up to the mark,0
34824,has construction causing heavy,0
34825,such a polite and,0
34826,now a metro station,0
34827,am used to and,0
34828,internet speed is extremely,0
34829,enjoyed staying here and,0
34830,could not explore hiltonis,0
34831,recommend enough after staying,0
34832,dinner plus they have,0
34833,for a month with,0
34834,had gone for dinner,0
34835,upgrades  for wifi an,0
34836,stay and the hilton,0
34837,not a big deal,0
34838,etc were positioned very,0
34839,of the hotels in,0
34840,great but once into,0
34841,nice although lots of,0
34842,have good stay overall,0
34843,are great i along,0
34844,they are good especially,0
34845,friends and also be,0
34846,hospitality was fantastic and,0
34847,and amenities the workout,0
34848,have a few drinks,0
34849,gold member and hpc,0
34850,airport good dining restaurant,0
34851,hilton chennai have you,0
34852,this is truly a,0
34853,one guest october   t,0
34854,outfitted they are modern,0
34855,suprise to walk into,0
34856,and humble rooms were,0
34857,metro station just  minute,0
34858,for my family we,0
34859,and found it hard,0
34860,memorable by hotel staff,0
34861,efficient the rooms are,0
34862,bathroom it seemed like,0
34863,after the flood though,0
34864,from th oct excellent,0
34865,rooms great food especially,0
34866,to  days in hilto,0
34867,stay very comfortable would,0
34868,reception room service was,0
34869,located for a commute,0
34870,very friendly staff hi,0
34871,and clean i booked,0
34872,excellant and very delicious,0
34873,staff is very kind,0
34874,both breakfast and dinner,0
34875,where very good but,0
34876,ruban who is very,0
34877,choose to come back,0
34878,relation with all the,0
34879,so polite friendly and,0
34880,us visa fingerprinting i,0
34881,probably  times over th,0
34882,and knowledgeable outstanding fb,0
34883,a visit executive lounge,0
34884,good place in chennai,0
34885,if i wanted a,0
34886,in the restaurant oblivious,0
34887,for it rooftop bar,0
34888,overall service level were,0
34889,atmosphere is so cool,0
34890,and refrigerated then it,0
34891,access to airport the,0
34892,inside till i left,0
34893,chennai it was an,0
34894,when in chennai for,0
34895,the hospitality courtesy helpful,0
34896,in chennai awsome swimming,0
34897,top room so big,0
34898,professional room  was quie,0
34899,and good the room,0
34900,from  january  what,0
34901,chandeliers at lobby and,0
34902,good chance to look,0
34903,rooms indeed i would,0
34904,weeks of my stay,0
34905,they said they shifted,0
34906,serves a great variety,0
34907,with lots of indian,0
34908,hotel in mar i,0
34909,this is to share,0
34910,everything else was i,0
34911,has been very warm,0
34912,for a saturday brunch,0
34913,my experience here at,0
34914,as usual its been,0
34915,the hotel was outstanding,0
34916,was inclusive of breakfast,0
34917,advantage  especially for ver,0
34918,last  months  orchard ro,0
34919,staff were great and,0
34920,recently located at guindy,0
34921,royalty by the staff,0
34922,great variety was able,0
34923,to their coffee shop,0
34924,made the excellent hotel,0
34925,on business and enjoyed,0
34926,very nice and friendly,0
34927,absolutely exceptional ill definitely,0
34928,have been particularly helpful,0
34929,for  days breakfast wa,0
34930,emergency thank you for,0
34931,was that they kept,0
34932,five star hotel comfortable,0
34933,the restaurant surrounded by,0
34934,with good quality bad,0
34935,a very nice great,0
34936,birthday function of young,0
34937,feel so welcome almost,0
34938,great interiors feel good,0
34939,from the first its,0
34940,business colleagues stayed here,0
34941,excellent and served all,0
34942,off in other hotels,0
34943,city views overall the,0
34944,say make an exceptional,0
34945,amazing maintenance polite and,0
34946,expectations are met or,0
34947,great at night the,0
34948,experience in food manager,0
34949,my room this is,0
34950,ayna the indian restaurant,0
34951,and the vasco comfrtable,0
34952,the buffet had many,0
34953,india  large modern an,0
34954,recommend for quick check,0
34955,has a typical business,0
34956,staff live customer centric,0
34957,be better  tried al,0
34958,by how wellrun this,0
34959,stay a memorable one,0
34960,to say to any,0
34961,there traffic jams happen,0
34962,of uk the only,0
34963,another entry added at,0
34964,a regular customer of,0
34965,we arrived past midnight,0
34966,like to compliment the,0
34967,initial plans to have,0
34968,to mention some namesnamaratagunjasahilnishantmayankbibaspraveen,0
34969,at hotel as i,0
34970,breakfast  as it surprisingl,0
34971,a hilton property very,0
34972,hilton i must sayit,0
34973,here with my wife,0
34974,rooms are great i,0
34975,are large and well,0
34976,and there are several,0
34977,was beautiful i would,0
34978,a yogurt especialy at,0
34979,we sat we were,0
34980,coffee maker inroom safe,0
34981,top bar was a,0
34982,are delightful extremely helpful,0
34983,as the way they,0
34984,helpful and accommodating staff,0
34985,for india contemporary without,0
34986,kinds of choices and,0
34987,in terms of services,0
34988,or business great facilities,0
34989,and hassle free the,0
34990,room when it was,0
34991,staff restaurants are international,0
34992,duties chef also worked,0
34993,office i wil always,0
34994,was reliable and efficient,0
34995,the courteous concierge  doo,0
34996,staff very attentive i,0
34997,are clean and beautifully,0
34998,spoke thank you nithin,0
34999,were upgraded as a,0
35000,for getting quality efficient,0
35001,comfortable right from reception,0
35002,your mediocre stay experience,0
35003,a really large bathroom,0
35004,mins away though not,0
35005,the midst of all,0
35006,provided necessary support for,0
35007,appreciate your comments on,0
35008,artificial luxury and hospitality,0
35009,here service is exceptional,0
35010,boring during my stay,0
35011,following morning the room,0
35012,what to expect from,0
35013,and over flowing indian,0
35014,for the waiting staff,0
35015,very clean and hygienic,0
35016,great staff  value fo,0
35017,india again i would,0
35018,and the business areas,0
35019,to the airport around,0
35020,and customer friendly staff,0
35021,complimentary but they were,0
35022,mr siva who works,0
35023,are nice hotel staff,0
35024,our breakfast there every,0
35025,gym and everything was,0
35026,hotel great location smallish,0
35027,be the approach due,0
35028,very important customer call,0
35029,and i had an,0
35030,needs food is very,0
35031,and took away the,0
35032,and dinner many type,0
35033,thank you for making,0
35034,and service is exceptional,0
35035,to stay for business,0
35036,is a multi cuisine,0
35037,well appointed and cleanthe,0
35038,we were pleasantly surprised,0
35039,hotels but the hilton,0
35040,are spacious and clean,0
35041,members were very supportive,0
35042,about  of us famil,0
35043,the worst part as,0
35044,destination i realised id,0
35045,via email before we,0
35046,of the hotel facility,0
35047,ayna i was surprised,0
35048,making us feel at,0
35049,attentive from the lobby,0
35050,pool has got excellent,0
35051,comfortable bed good internet,0
35052,by far this was,0
35053,we could have not,0
35054,charged up for the,0
35055,while here on business,0
35056,week accommodations were excellent,0
35057,airport just a  mi,0
35058,think i could have,0
35059,amenities provided are also,0
35060,clean and the staff,0
35061,lovely outdoor terrace and,0
35062,inroom dining the services,0
35063,syncs your new booking,0
35064,overall experience is pathetic,0
35065,bath and shower food,0
35066,nearly  rs head bette,0
35067,family and had an,0
35068,there are several services,0
35069,amazingfrom checkin to checkouteveything,0
35070,bar it is just,0
35071,made our evening fantabulous,0
35072,the finer details such,0
35073,we bought a package,0
35074,rooms quality room service,0
35075,the last  years eac,0
35076,my friends birthday very,0
35077,nothing short of excellent,0
35078,hotel was great  th,0
35079,in bathroom  a grea,0
35080,high quality amenities though,0
35081,excellent and comfortable restaurants,0
35082,recommendations  all of whic,0
35083,experience is really wonderful,0
35084,deserved comments to every,0
35085,helped me to fix,0
35086,room was clean quite,0
35087,pool very muck i,0
35088,at the regular coffee,0
35089,personally all the staff,0
35090,breakfast and other services,0
35091,transfer  access to th,0
35092,bathroomcouldnt understand thatservice is,0
35093,near by to the,0
35094,your friends and also,0
35095,experience now a metro,0
35096,and the executive center,0
35097,shock was at airport,0
35098,a good working table,0
35099,your comments with regards,0
35100,is the staff they,0
35101,amazing service and above,0
35102,indian food and flavours,0
35103,helpful the room was,0
35104,rooms were smaller than,0
35105,come back for my,0
35106,i visit several times,0
35107,staffall very friendly and,0
35108,kind review and we,0
35109,stayed in an apartment,0
35110,teacoffee ironboard free newspaper,0
35111,was nice with the,0
35112,swimming pool and a,0
35113,a welcome drink will,0
35114,but run after feedbacks,0
35115,invited me for coffee,0
35116,traffic rooms are very,0
35117,the proud reputation that,0
35118,hilton chennai is just,0
35119,but plz remember the,0
35120,room friendly service concierge,0
35121,every staff behaves in,0
35122,nearer to the airport,0
35123,the convenience to spend,0
35124,stations at the buffet,0
35125,pleasure  breakfast in particula,0
35126,this hotel is top,0
35127,and attentive food  excellen,0
35128,if i wanted to,0
35129,a great food options,0
35130,night before an am,0
35131,oasis in chennai the,0
35132,room is modern and,0
35133,me to chennai put,0
35134,stayed at hilton properties,0
35135,are lovely bright and,0
35136,in i was not,0
35137,at hilton hotels when,0
35138,december and our place,0
35139,food lunch or dinner,0
35140,come back soon to,0
35141,is an excellent option,0
35142,airport is really close,0
35143,about staff of chennai,0
35144,amenda from the front,0
35145,i realised id left,0
35146,a very new hotel,0
35147,hilton chennai give the,0
35148,will make i usually,0
35149,very friendly and makes,0
35150,wait staff to the,0
35151,the property is about,0
35152,men there is only,0
35153,condition to do checkout,0
35154,my friends and family,0
35155,a great job and,0
35156,this was a very,0
35157,the rating i was,0
35158,had smiling face which,0
35159,there攼㹤愼㸰戼㹤攼㹤戼㸱㠼㹤攼㹤愼㸰戼㹣攼㹤戼㹦戼㹢 the ambience and,0
35160,the hotel was a,0
35161,complimentary airport transfer  considerin,0
35162,delicious the chef made,0
35163,one in the bathroom,0
35164,i lie it highly,0
35165,is alright always positive,0
35166,the hotel has come,0
35167,they excellent hotel stay,0
35168,i visited this place,0
35169,rooms at upper floors,0
35170,after the intensity outside,0
35171,hotel enjoyed it immensely,0
35172,of the staff aware,0
35173,a good service by,0
35174,so far i have,0
35175,this hotel is second,0
35176,reception and having so,0
35177,stay for  night fo,0
35178,hospitality accommodations and facilities,0
35179,service from the staff,0
35180,rakki saikat and maiyank,0
35181,the staff amenda she,0
35182,have like to stay,0
35183,the room was nice,0
35184,we got in touch,0
35185,that everyone in our,0
35186,metro also started moving,0
35187,of my name is,0
35188,for the lunch buffet,0
35189,away the rooms were,0
35190,problem since i visited,0
35191,in all slots and,0
35192,station just  minutes fro,0
35193,of staff is par,0
35194,not too many negatives,0
35195,to me before i,0
35196,who was extremely courteous,0
35197,the newness of the,0
35198,and you are not,0
35199,airport for early morning,0
35200,information and details that,0
35201,restaurants are good the,0
35202,year the hotel was,0
35203,beautiful decorated interiors and,0
35204,the heroes here are,0
35205,rooftop bar that i,0
35206,and good food specially,0
35207,very modern better than,0
35208,this hotel is average,0
35209,so beforehand they replied,0
35210,booked from the start,0
35211,a nice hotel and,0
35212,star its a great,0
35213,the party that was,0
35214,near to airportthe staff,0
35215,very handy room service,0
35216,i had during my,0
35217,and serve yet keep,0
35218,review based on my,0
35219,staff  very friendly  helpf,0
35220,emailed the location was,0
35221,the world at very,0
35222,hand towels swimming pool,0
35223,and saturday nights which,0
35224,and they are very,0
35225,have me the  sta,0
35226,very silent the buffet,0
35227,and could not be,0
35228,the finest hotels the,0
35229,i really felt like,0
35230,and beautifully decoratedpool gardens,0
35231,outstanding ceiling mounted and,0
35232,rooms are nice and,0
35233,and hospitality given to,0
35234,temperature in the reception,0
35235,for business or pleasure,0
35236,airport and isnt old,0
35237,top bar and stayed,0
35238,this before i was,0
35239,airconditioning temperatures can this,0
35240,experience in hilton chennai,0
35241,the we always prefer,0
35242,cruise rarely do you,0
35243,look around the hotel,0
35244,and friends i was,0
35245,great especially ayna where,0
35246,lobby area but i,0
35247,is excellent at this,0
35248,staff was exceptional always,0
35249,workplace for the week,0
35250,nights at this hotel,0
35251,so i guess i,0
35252,everything on the menu,0
35253,paying close to western,0
35254,always made the hilton,0
35255,took extra care of,0
35256,it was beautifully decorated,0
35257,and helpful restaurants are,0
35258,were taken on top,0
35259,rocking dj i really,0
35260,delight my entire family,0
35261,room so i wont,0
35262,superb facility with adequate,0
35263,suite wonderful room amazin,0
35264,hilton for  weeks whil,0
35265,an experience which was,0
35266,the team members of,0
35267,weeks ayna the indian,0
35268,but none lost strength,0
35269,the club souud and,0
35270,wine or the beer,0
35271,was amazing  the sprea,0
35272,the hilton hotel is,0
35273,year we arrived late,0
